BPA Balancing Authority Load & Total Wind Generation
at 5-minute intervals, last 7 days
Dates: 17Nov2019 - 24Nov2019 (last updated 23Nov2019 21:05:44) Pacific Time
Based on 5-min MW readings from the BPA SCADA system for points 45583, 79687, 79682, 164377, 70681

This represents loads and resources in BPA's Balancing Authority (BA) including some that are not BPA's.
It does not include BPA loads served by transfer, scheduled out of region,
or scheduled to customers with their own BAs such as Seattle and Tacoma

BPA/Technical Operations (TOT-OpInfo@bpa.gov)

Date/Time       	Load	Wind	Hydro	Fossil/Biomass	Nuclear
11/18/2019 21:20	6360	123	7333	1089	1163
11/18/2019 21:25	6331	179	7335	1085	1162
11/18/2019 21:30	6212	236	7195	1082	1162
11/18/2019 21:35	6175	285	7086	1084	1163
11/18/2019 21:40	6226	320	7039	1086	1165
11/18/2019 21:45	6178	356	6992	1085	1161
11/18/2019 21:50	6074	410	6907	1076	1164
11/18/2019 21:55	6117	478	6666	1066	1163
11/18/2019 22:00	6040	538	6442	1045	1163
11/18/2019 22:05	6049	584	6239	1013	1163
11/18/2019 22:10	5982	610	5953	988	1162
11/18/2019 22:15	5876	600	5828	975	1163
11/18/2019 22:20	5828	575	5863	971	1162
11/18/2019 22:25	5811	572	5834	971	1163
11/18/2019 22:30	5848	568	5786	970	1162
11/18/2019 22:35	5783	573	5789	969	1161
11/18/2019 22:40	5791	578	5811	969	1163
11/18/2019 22:45	5743	580	5751	971	1163
11/18/2019 22:50	5713	579	5743	970	1161
11/18/2019 22:55	5699	576	5732	965	1162
11/18/2019 23:00	5660	559	5740	971	1167
11/18/2019 23:05	5621	544	5766	972	1164
11/18/2019 23:10	5533	528	5766	969	1163
11/18/2019 23:15	5530	514	5722	970	1161
11/18/2019 23:20	5490	526	5648	968	1167
11/18/2019 23:25	5472	517	5680	972	1160
11/18/2019 23:30	5527	515	5722	971	1163
11/18/2019 23:35	5498	558	5695	973	1161
11/18/2019 23:40	5466	615	5620	970	1161
11/18/2019 23:45	5455	650	5464	971	1163
11/18/2019 23:50	5433	678	5427	970	1160
11/18/2019 23:55	5428	693	5332	973	1161
11/19/2019 00:00	5391	710	5149	970	1165
11/19/2019 00:05	5318	791	4958	970	1160
11/19/2019 00:10	5305	861	4803	972	1160
11/19/2019 00:15	5255	910	4736	974	1160
11/19/2019 00:20	5261	908	4715	971	1160
11/19/2019 00:25	5245	928	4680	972	1160
11/19/2019 00:30	5241	914	4646	971	1161
11/19/2019 00:35	5246	930	4668	968	1159
11/19/2019 00:40	5317	909	4672	968	1161
11/19/2019 00:45	5239	918	4640	966	1160
11/19/2019 00:50	5278	972	4637	968	1160
11/19/2019 00:55	5292	1060	4655	968	1166
11/19/2019 01:00	5291	1103	4556	971	1159
11/19/2019 01:05	5288	1167	4535	970	1159
11/19/2019 01:10	5277	1215	4436	974	1161
11/19/2019 01:15	5183	1282	4357	973	1160
11/19/2019 01:20	5213	1292	4345	972	1161
11/19/2019 01:25	5241	1261	4362	971	1159
11/19/2019 01:30	5210	1242	4374	969	1161
11/19/2019 01:35	5195	1276	4317	963	1159
11/19/2019 01:40	5282	1235	4337	975	1161
11/19/2019 01:45	5272	1265	4327	976	1164
11/19/2019 01:50	5238	1259	4314	975	1158
11/19/2019 01:55	5249	1289	4316	971	1167
11/19/2019 02:00	5230	1286	4335	976	1160
11/19/2019 02:05	5170	1274	4318	975	1161
11/19/2019 02:10	5213	1262	4329	971	1162
11/19/2019 02:15	5167	1287	4369	974	1167
11/19/2019 02:20	5237	1293	4356	973	1163
11/19/2019 02:25	5265	1297	4356	973	1163
11/19/2019 02:30	5243	1308	4337	982	1162
11/19/2019 02:35	5234	1298	4301	976	1163
11/19/2019 02:40	5242	1276	4332	981	1163
11/19/2019 02:45	5215	1252	4349	984	1166
11/19/2019 02:50	5120	1222	4363	976	1164
11/19/2019 02:55	5165	1202	4375	981	1164
11/19/2019 03:00	5237	1217	4504	989	1165
11/19/2019 03:05	5251	1212	4582	974	1164
11/19/2019 03:10	5265	1235	4695	977	1163
11/19/2019 03:15	5254	1227	4711	975	1163
11/19/2019 03:20	5239	1237	4702	976	1163
11/19/2019 03:25	5277	1223	4737	982	1163
11/19/2019 03:30	5284	1230	4752	976	1165
11/19/2019 03:35	5216	1217	4785	982	1161
11/19/2019 03:40	5215	1217	4773	984	1161
11/19/2019 03:45	5236	1190	4782	985	1164
11/19/2019 03:50	5246	1151	4868	985	1161
11/19/2019 03:55	5255	1113	4950	1010	1161
11/19/2019 04:00	5329	1083	4987	1034	1161
11/19/2019 04:05	5368	1064	4953	1069	1158
11/19/2019 04:10	5383	1054	4972	1078	1161
11/19/2019 04:15	5450	1050	5008	1082	1160
11/19/2019 04:20	5467	1003	5095	1084	1161
11/19/2019 04:25	5463	966	5126	1085	1161
11/19/2019 04:30	5482	915	5177	1089	1161
11/19/2019 04:35	5444	892	5218	1087	1160
11/19/2019 04:40	5522	868	5179	1085	1161
11/19/2019 04:45	5561	859	5288	1083	1166
11/19/2019 04:50	5601	859	5284	1084	1161
11/19/2019 04:55	5586	846	5471	1087	1161
11/19/2019 05:00	5686	833	5683	1082	1167
11/19/2019 05:05	5783	818	5883	1089	1161
11/19/2019 05:10	5842	807	6154	1085	1160
11/19/2019 05:15	5807	807	6167	1091	1164
11/19/2019 05:20	5943	807	6153	1091	1161
11/19/2019 05:25	5868	819	6134	1090	1162
11/19/2019 05:30	6040	839	6139	1095	1167
11/19/2019 05:35	6061	845	6189	1093	1163
11/19/2019 05:40	6094	847	6302	1091	1163
11/19/2019 05:45	6138	833	6358	1095	1161
11/19/2019 05:50	6209	816	6515	1095	1164
11/19/2019 05:55	6247	825	6593	1097	1164
11/19/2019 06:00	6305	832	6832	1105	1162
11/19/2019 06:05	6343	834	6883	1101	1162
11/19/2019 06:10	6375	850	7135	1103	1163
11/19/2019 06:15	6541	853	7298	1099	1162
11/19/2019 06:20	6566	835	7311	1102	1162
11/19/2019 06:25	6610	864	7306	1096	1163
11/19/2019 06:30	6543	887	7275	1099	1162
11/19/2019 06:35	6680	907	7341	1095	1163
11/19/2019 06:40	6699	921	7421	1095	1162
11/19/2019 06:45	6755	922	7465	1104	1162
11/19/2019 06:50	6751	934	7405	1103	1162
11/19/2019 06:55	6696	929	7405	1106	1161
11/19/2019 07:00	6746	902	7385	1099	1160
11/19/2019 07:05	6848	914	7497	1092	1161
11/19/2019 07:10	6855	929	7511	1092	1163
11/19/2019 07:15	6789	904	7539	1089	1162
11/19/2019 07:20	6898	877	7548	1088	1163
11/19/2019 07:25	6897	883	7597	1092	1161
11/19/2019 07:30	6883	891	7597	1092	1164
11/19/2019 07:35	6923	912	7636	1087	1163
11/19/2019 07:40	6914	918	7603	1091	1163
11/19/2019 07:45	6862	948	7612	1090	1163
11/19/2019 07:50	6793	983	7495	1091	1162
11/19/2019 07:55	6783	991	7403	1088	1162
11/19/2019 08:00	6849	1012	7311	1089	1165
11/19/2019 08:05	6831	1026	7384	1085	1162
11/19/2019 08:10	6824	1082	7358	1087	1163
11/19/2019 08:15	6793	1115	7332	1087	1163
11/19/2019 08:20	6812	1105	7343	1088	1162
11/19/2019 08:25	6820	1066	7291	1087	1161
11/19/2019 08:30	6785	1020	7210	1085	1162
11/19/2019 08:35	6689	992	7191	1086	1161
11/19/2019 08:40	6666	992	7176	1089	1163
11/19/2019 08:45	6691	950	7231	1088	1160
11/19/2019 08:50	6707	907	7217	1088	1161
11/19/2019 08:55	6720	886	7181	1084	1161
11/19/2019 09:00	6704	890	7205	1085	1161
11/19/2019 09:05	6751	908	7234	1090	1160
11/19/2019 09:10	6726	904	7205	1088	1162
11/19/2019 09:15	6713	940	7186	1086	1161
11/19/2019 09:20	6714	972	7226	1085	1160
11/19/2019 09:25	6687	997	7107	1088	1166
11/19/2019 09:30	6644	990	7078	1084	1161
11/19/2019 09:35	6620	990	7087	1089	1161
11/19/2019 09:40	6571	1031	7101	1083	1166
11/19/2019 09:45	6671	1031	7122	1083	1161
11/19/2019 09:50	6652	1006	7102	1085	1163
11/19/2019 09:55	6672	990	7013	1092	1165
11/19/2019 10:00	6597	952	6926	1086	1162
11/19/2019 10:05	6581	922	6933	1089	1167
11/19/2019 10:10	6593	907	6894	1088	1160
11/19/2019 10:15	6589	888	6849	1085	1163
11/19/2019 10:20	6507	894	6832	1082	1161
11/19/2019 10:25	6502	890	6722	1087	1163
11/19/2019 10:30	6512	895	6792	1088	1163
11/19/2019 10:35	6546	915	6816	1086	1161
11/19/2019 10:40	6592	950	6817	1084	1161
11/19/2019 10:45	6565	992	6755	1088	1162
11/19/2019 10:50	6543	1035	6710	1085	1162
11/19/2019 10:55	6540	1073	6711	1087	1167
11/19/2019 11:00	6526	1069	6623	1085	1161
11/19/2019 11:05	6510	1079	6642	1087	1161
11/19/2019 11:10	6449	1112	6609	1088	1160
11/19/2019 11:15	6432	1165	6471	1085	1161
11/19/2019 11:20	6497	1147	6491	1083	1167
11/19/2019 11:25	6424	1167	6485	1091	1162
11/19/2019 11:30	6492	1202	6364	1084	1165
11/19/2019 11:35	6423	1207	6416	1082	1166
11/19/2019 11:40	6499	1210	6452	1091	1160
11/19/2019 11:45	6475	1217	6403	1091	1167
11/19/2019 11:50	6478	1200	6432	1088	1160
11/19/2019 11:55	6471	1192	6500	1084	1161
11/19/2019 12:00	6406	1136	6472	1085	1159
11/19/2019 12:05	6444	1131	6482	1084	1160
11/19/2019 12:10	6461	1103	6498	1086	1160
11/19/2019 12:15	6469	1074	6621	1088	1159
11/19/2019 12:20	6372	1096	6680	1082	1159
11/19/2019 12:25	6444	1045	6703	1083	1165
11/19/2019 12:30	6460	1028	6702	1084	1161
11/19/2019 12:35	6448	995	6790	1086	1159
11/19/2019 12:40	6462	956	6873	1085	1159
11/19/2019 12:45	6405	943	6855	1082	1164
11/19/2019 12:50	6362	905	6838	1086	1159
11/19/2019 12:55	6413	882	6831	1087	1159
11/19/2019 13:00	6383	862	6829	1082	1157
11/19/2019 13:05	6393	845	6839	1084	1158
11/19/2019 13:10	6340	833	6766	1077	1159
11/19/2019 13:15	6409	814	6945	1078	1159
11/19/2019 13:20	6388	794	6959	1077	1158
11/19/2019 13:25	6385	757	6947	1077	1158
11/19/2019 13:30	6383	701	7018	1079	1160
11/19/2019 13:35	6319	655	7051	1080	1159
11/19/2019 13:40	6322	593	7043	1081	1164
11/19/2019 13:45	6325	566	7059	1084	1158
11/19/2019 13:50	6344	550	7081	1085	1160
11/19/2019 13:55	6341	522	7271	1085	1158
11/19/2019 14:00	6359	508	7223	1085	1158
11/19/2019 14:05	6297	469	7004	1087	1161
11/19/2019 14:10	6338	443	7032	1087	1160
11/19/2019 14:15	6352	419	7094	1088	1159
11/19/2019 14:20	6367	399	7139	1091	1160
11/19/2019 14:25	6302	386	7211	1087	1159
11/19/2019 14:30	6377	384	7227	1092	1161
11/19/2019 14:35	6317	372	7206	1090	1159
11/19/2019 14:40	6318	364	7270	1088	1158
11/19/2019 14:45	6391	352	7275	1092	1160
11/19/2019 14:50	6382	361	7344	1093	1160
11/19/2019 14:55	6315	352	7338	1089	1160
11/19/2019 15:00	6414	335	7177	1088	1160
11/19/2019 15:05	6407	324	7257	1089	1160
11/19/2019 15:10	6408	323	7216	1094	1158
11/19/2019 15:15	6405	315	7185	1094	1160
11/19/2019 15:20	6367	316	7194	1092	1160
11/19/2019 15:25	6355	318	7246	1092	1160
11/19/2019 15:30	6439	322	7237	1088	1161
11/19/2019 15:35	6445	331	7225	1089	1159
11/19/2019 15:40	6463	331	7285	1097	1159
11/19/2019 15:45	6470	332	7307	1096	1159
11/19/2019 15:50	6514	325	7392	1095	1161
11/19/2019 15:55	6569	329	7548	1095	1159
11/19/2019 16:00	6574	335	7547	1097	1160
11/19/2019 16:05	6529	349	7639	1090	1164
11/19/2019 16:10	6618	374	7727	1089	1159
11/19/2019 16:15	6606	383	7679	1089	1159
11/19/2019 16:20	6627	393	7650	1088	1160
11/19/2019 16:25	6731	402	7740	1091	1159
11/19/2019 16:30	6768	398	7770	1091	1161
11/19/2019 16:35	6724	394	7816	1084	1161
11/19/2019 16:40	6859	403	7882	1083	1161
11/19/2019 16:45	6913	399	7906	1086	1160
11/19/2019 16:50	6968	383	8025	1089	1160
11/19/2019 16:55	6932	379	8114	1093	1159
11/19/2019 17:00	6952	375	8093	1094	1162
11/19/2019 17:05	6974	369	8166	1097	1161
11/19/2019 17:10	7049	348	8169	1097	1161
11/19/2019 17:15	7145	328	8188	1097	1161
11/19/2019 17:20	7063	320	8213	1094	1161
11/19/2019 17:25	7173	310	8274	1097	1162
11/19/2019 17:30	7179	289	8304	1098	1160
11/19/2019 17:35	7202	271	8311	1098	1160
11/19/2019 17:40	7195	254	8314	1096	1160
11/19/2019 17:45	7226	243	8348	1099	1161
11/19/2019 17:50	7224	240	8382	1099	1162
11/19/2019 17:55	7137	239	8346	1095	1167
11/19/2019 18:00	7152	234	8320	1101	1161
11/19/2019 18:05	7127	232	8363	1099	1162
11/19/2019 18:10	7103	233	8349	1093	1162
11/19/2019 18:15	7173	235	8414	1102	1164
11/19/2019 18:20	7146	218	8463	1104	1162
11/19/2019 18:25	7182	210	8418	1101	1161
11/19/2019 18:30	7177	202	8355	1100	1163
11/19/2019 18:35	7158	199	8298	1100	1162
11/19/2019 18:40	7156	211	8353	1102	1162
11/19/2019 18:45	7135	215	8356	1100	1163
11/19/2019 18:50	7075	209	8358	1100	1162
11/19/2019 18:55	7062	219	8329	1098	1162
11/19/2019 19:00	7111	206	8262	1094	1164
11/19/2019 19:05	7104	189	8240	1102	1162
11/19/2019 19:10	7102	186	8212	1099	1163
11/19/2019 19:15	7070	177	8119	1097	1163
11/19/2019 19:20	7091	168	8156	1097	1167
11/19/2019 19:25	7087	161	8171	1099	1163
11/19/2019 19:30	7088	142	8149	1098	1162
11/19/2019 19:35	6989	143	8142	1099	1161
11/19/2019 19:40	6970	151	8114	1099	1162
11/19/2019 19:45	6956	160	8075	1099	1162
11/19/2019 19:50	6950	169	8061	1096	1164
11/19/2019 19:55	6998	185	7997	1095	1164
11/19/2019 20:00	6928	185	7934	1100	1161
11/19/2019 20:05	6973	177	7861	1096	1165
11/19/2019 20:10	6933	167	7797	1096	1161
11/19/2019 20:15	6919	143	7828	1093	1163
11/19/2019 20:20	6900	153	7814	1092	1161
11/19/2019 20:25	6905	158	7799	1091	1162
11/19/2019 20:30	6822	161	7757	1089	1161
11/19/2019 20:35	6801	172	7742	1089	1160
11/19/2019 20:40	6778	164	7712	1093	1161
11/19/2019 20:45	6807	153	7700	1095	1161
11/19/2019 20:50	6800	148	7715	1089	1161
11/19/2019 20:55	6776	140	7707	1099	1161
11/19/2019 21:00	6697	139	7677	1103	1162
11/19/2019 21:05	6722	140	7616	1096	1167
11/19/2019 21:10	6677	138	7564	1095	1161
11/19/2019 21:15	6658	139	7575	1098	1162
11/19/2019 21:20	6627	141	7490	1102	1159
11/19/2019 21:25	6522	132	7397	1103	1167
11/19/2019 21:30	6579	124	7450	1099	1162
11/19/2019 21:35	6531	119	7392	1099	1164
11/19/2019 21:40	6526	122	7389	1104	1161
11/19/2019 21:45	6381	130	7241	1103	1163
11/19/2019 21:50	6442	134	7275	1104	1161
11/19/2019 21:55	6413	145	6982	1101	1160
11/19/2019 22:00	6367	154	6613	1094	1161
11/19/2019 22:05	6302	170	6394	1036	1162
11/19/2019 22:10	6169	172	5965	988	1163
11/19/2019 22:15	6166	170	6010	975	1166
11/19/2019 22:20	6218	181	5970	977	1164
11/19/2019 22:25	6092	200	5978	976	1164
11/19/2019 22:30	6164	215	5934	978	1169
11/19/2019 22:35	6031	206	5891	974	1163
11/19/2019 22:40	6056	211	5859	976	1164
11/19/2019 22:45	6048	209	5893	978	1162
11/19/2019 22:50	6050	212	5856	978	1161
11/19/2019 22:55	6024	209	5765	982	1162
11/19/2019 23:00	5954	210	5760	979	1166
11/19/2019 23:05	5865	218	5721	971	1162
11/19/2019 23:10	5903	224	5687	968	1163
11/19/2019 23:15	5888	231	5696	973	1162
11/19/2019 23:20	5875	234	5648	968	1163
11/19/2019 23:25	5789	248	5662	970	1163
11/19/2019 23:30	5822	253	5626	971	1164
11/19/2019 23:35	5810	258	5603	973	1162
11/19/2019 23:40	5788	263	5558	974	1164
11/19/2019 23:45	5793	258	5526	973	1164
11/19/2019 23:50	5687	258	5433	970	1166
11/19/2019 23:55	5654	263	5406	973	1163
11/20/2019 00:00	5657	272	5261	970	1163
11/20/2019 00:05	5659	275	5348	971	1170
11/20/2019 00:10	5616	284	5360	971	1163
11/20/2019 00:15	5688	277	5402	975	1163
11/20/2019 00:20	5693	259	5403	973	1165
11/20/2019 00:25	5661	253	5407	975	1164
11/20/2019 00:30	5659	257	5400	976	1164
11/20/2019 00:35	5651	268	5377	975	1163
11/20/2019 00:40	5649	267	5389	975	1167
11/20/2019 00:45	5621	266	5389	971	1164
11/20/2019 00:50	5585	256	5345	971	1164
11/20/2019 00:55	5572	253	5332	971	1164
11/20/2019 01:00	5568	258	5320	974	1163
11/20/2019 01:05	5541	265	5304	971	1163
11/20/2019 01:10	5664	277	5310	971	1163
11/20/2019 01:15	5596	300	5314	969	1163
11/20/2019 01:20	5595	313	5297	970	1163
11/20/2019 01:25	5592	328	5264	973	1164
11/20/2019 01:30	5629	341	5212	972	1162
11/20/2019 01:35	5608	343	5207	972	1161
11/20/2019 01:40	5620	350	5231	970	1164
11/20/2019 01:45	5519	344	5194	969	1163
11/20/2019 01:50	5524	327	5259	974	1162
11/20/2019 01:55	5513	327	5195	974	1165
11/20/2019 02:00	5574	317	5191	971	1167
11/20/2019 02:05	5588	299	5181	973	1163
11/20/2019 02:10	5593	296	5178	976	1165
11/20/2019 02:15	5526	292	5188	971	1161
11/20/2019 02:20	5599	288	5129	971	1161
11/20/2019 02:25	5636	277	5138	968	1163
11/20/2019 02:30	5645	269	5163	971	1163
11/20/2019 02:35	5624	260	5189	974	1162
11/20/2019 02:40	5628	261	5179	975	1162
11/20/2019 02:45	5548	260	5163	976	1162
11/20/2019 02:50	5541	262	5162	975	1162
11/20/2019 02:55	5644	278	5187	973	1161
11/20/2019 03:00	5648	269	5250	974	1169
11/20/2019 03:05	5592	275	5283	974	1161
11/20/2019 03:10	5675	272	5329	977	1163
11/20/2019 03:15	5677	258	5362	977	1168
11/20/2019 03:20	5700	239	5351	976	1163
11/20/2019 03:25	5704	215	5364	976	1163
11/20/2019 03:30	5611	186	5389	979	1164
11/20/2019 03:35	5704	187	5421	976	1164
11/20/2019 03:40	5651	187	5404	979	1163
11/20/2019 03:45	5678	187	5402	983	1163
11/20/2019 03:50	5714	186	5423	976	1168
11/20/2019 03:55	5808	181	5539	984	1164
11/20/2019 04:00	5706	175	5618	988	1164
11/20/2019 04:05	5812	179	5698	990	1165
11/20/2019 04:10	5853	177	5728	994	1165
11/20/2019 04:15	5902	179	5778	996	1166
11/20/2019 04:20	5949	172	5829	996	1164
11/20/2019 04:25	5942	172	5817	1001	1164
11/20/2019 04:30	5973	167	5799	998	1164
11/20/2019 04:35	6017	163	5846	997	1163
11/20/2019 04:40	5979	168	5876	996	1164
11/20/2019 04:45	6014	182	5896	997	1168
11/20/2019 04:50	6050	205	5931	998	1166
11/20/2019 04:55	6116	247	5999	1016	1168
11/20/2019 05:00	6126	296	6047	1050	1166
11/20/2019 05:05	6263	377	6212	1056	1170
11/20/2019 05:10	6408	425	6193	1069	1163
11/20/2019 05:15	6357	427	6205	1076	1164
11/20/2019 05:20	6491	411	6274	1079	1165
11/20/2019 05:25	6512	417	6287	1082	1164
11/20/2019 05:30	6553	425	6309	1084	1168
11/20/2019 05:35	6635	446	6361	1079	1170
11/20/2019 05:40	6700	465	6386	1087	1166
11/20/2019 05:45	6742	465	6456	1087	1164
11/20/2019 05:50	6787	436	6535	1092	1170
11/20/2019 05:55	6784	427	6748	1093	1164
11/20/2019 06:00	6846	425	7025	1087	1162
11/20/2019 06:05	6969	394	7381	1091	1164
11/20/2019 06:10	7081	410	7613	1100	1164
11/20/2019 06:15	7223	396	7858	1095	1164
11/20/2019 06:20	7253	394	7952	1096	1165
11/20/2019 06:25	7217	396	7963	1102	1169
11/20/2019 06:30	7304	400	8000	1102	1164
11/20/2019 06:35	7405	422	8081	1094	1164
11/20/2019 06:40	7434	415	8119	1096	1163
11/20/2019 06:45	7459	414	8142	1099	1164
11/20/2019 06:50	7485	397	8208	1099	1163
11/20/2019 06:55	7499	399	8175	1101	1164
11/20/2019 07:00	7450	377	8199	1096	1164
11/20/2019 07:05	7538	449	8355	1095	1165
11/20/2019 07:10	7529	420	8393	1088	1165
11/20/2019 07:15	7602	400	8336	1090	1164
11/20/2019 07:20	7672	400	8410	1092	1163
11/20/2019 07:25	7651	382	8404	1094	1166
11/20/2019 07:30	7607	378	8363	1095	1165
11/20/2019 07:35	7599	367	8325	1095	1164
11/20/2019 07:40	7630	324	8366	1088	1166
11/20/2019 07:45	7598	317	8360	1090	1166
11/20/2019 07:50	7623	317	8431	1089	1166
11/20/2019 07:55	7613	329	8466	1087	1171
11/20/2019 08:00	7598	317	8481	1086	1165
11/20/2019 08:05	7500	306	8501	1082	1166
11/20/2019 08:10	7506	301	8507	1075	1166
11/20/2019 08:15	7471	311	8489	1076	1171
11/20/2019 08:20	7468	306	8459	1079	1167
11/20/2019 08:25	7487	314	8459	1077	1166
11/20/2019 08:30	7501	314	8400	1075	1166
11/20/2019 08:35	7453	323	8378	1075	1168
11/20/2019 08:40	7463	334	8252	1076	1166
11/20/2019 08:45	7339	342	8205	1074	1165
11/20/2019 08:50	7344	317	8166	1074	1168
11/20/2019 08:55	7322	327	7967	1078	1167
11/20/2019 09:00	7308	325	7844	1077	1167
11/20/2019 09:05	7335	301	7751	1074	1167
11/20/2019 09:10	7211	299	7535	1074	1166
11/20/2019 09:15	7214	296	7442	1080	1170
11/20/2019 09:20	7193	301	7519	1084	1167
11/20/2019 09:25	7275	301	7503	1086	1165
11/20/2019 09:30	7294	294	7531	1087	1165
11/20/2019 09:35	7253	292	7441	1081	1170
11/20/2019 09:40	7249	285	7536	1084	1171
11/20/2019 09:45	7215	298	7507	1080	1163
11/20/2019 09:50	7206	289	7388	1078	1164
11/20/2019 09:55	7153	283	7393	1083	1164
11/20/2019 10:00	7144	289	7369	1086	1164
11/20/2019 10:05	7016	274	7373	1093	1164
11/20/2019 10:10	6994	266	7386	1094	1164
11/20/2019 10:15	6954	270	7275	1091	1164
11/20/2019 10:20	6935	260	7116	1093	1163
11/20/2019 10:25	6902	264	7086	1088	1169
11/20/2019 10:30	7002	301	7107	1092	1163
11/20/2019 10:35	6983	338	7180	1093	1170
11/20/2019 10:40	6838	367	7177	1094	1163
11/20/2019 10:45	6878	398	7041	1091	1161
11/20/2019 10:50	6895	410	7020	1095	1163
11/20/2019 10:55	6872	395	7014	1089	1164
11/20/2019 11:00	6832	384	6987	1089	1163
11/20/2019 11:05	6815	373	6894	1101	1163
11/20/2019 11:10	6687	373	6833	1094	1163
11/20/2019 11:15	6685	383	6870	1090	1164
11/20/2019 11:20	6642	399	6701	1094	1163
11/20/2019 11:25	6626	418	6741	1097	1163
11/20/2019 11:30	6623	422	6751	1096	1163
11/20/2019 11:35	6607	450	6734	1093	1161
11/20/2019 11:40	6672	421	6773	1092	1162
11/20/2019 11:45	6634	423	6746	1094	1161
11/20/2019 11:50	6624	409	6689	1094	1164
11/20/2019 11:55	6625	429	6702	1055	1162
11/20/2019 12:00	6606	458	6625	1039	1164
11/20/2019 12:05	6583	467	6626	1015	1161
11/20/2019 12:10	6576	509	6544	996	1161
11/20/2019 12:15	6561	502	6564	993	1161
11/20/2019 12:20	6469	504	6476	991	1160
11/20/2019 12:25	6476	461	6424	991	1163
11/20/2019 12:30	6419	440	6401	992	1161
11/20/2019 12:35	6420	418	6468	989	1162
11/20/2019 12:40	6492	406	6451	986	1162
11/20/2019 12:45	6462	414	6441	992	1161
11/20/2019 12:50	6368	394	6471	989	1161
11/20/2019 12:55	6428	391	6447	995	1161
11/20/2019 13:00	6432	409	6502	995	1159
11/20/2019 13:05	6415	401	6582	991	1161
11/20/2019 13:10	6439	421	6502	994	1162
11/20/2019 13:15	6413	461	6477	993	1162
11/20/2019 13:20	6336	450	6447	989	1161
11/20/2019 13:25	6318	430	6434	987	1161
11/20/2019 13:30	6316	433	6426	993	1161
11/20/2019 13:35	6321	452	6314	996	1161
11/20/2019 13:40	6320	441	6368	993	1161
11/20/2019 13:45	6296	421	6402	985	1161
11/20/2019 13:50	6337	434	6396	999	1165
11/20/2019 13:55	6360	442	6322	992	1160
11/20/2019 14:00	6379	430	6341	991	1161
11/20/2019 14:05	6316	442	6283	990	1160
11/20/2019 14:10	6328	451	6236	996	1161
11/20/2019 14:15	6344	467	6247	989	1160
11/20/2019 14:20	6349	482	6275	990	1162
11/20/2019 14:25	6292	467	6227	994	1161
11/20/2019 14:30	6283	446	6213	989	1161
11/20/2019 14:35	6278	441	6192	990	1164
11/20/2019 14:40	6278	425	6207	990	1160
11/20/2019 14:45	6371	406	6218	992	1161
11/20/2019 14:50	6364	419	6296	996	1161
11/20/2019 14:55	6377	415	6357	994	1166
11/20/2019 15:00	6372	445	6521	995	1161
11/20/2019 15:05	6417	435	6646	989	1162
11/20/2019 15:10	6407	448	6800	988	1161
11/20/2019 15:15	6370	431	6828	977	1162
11/20/2019 15:20	6456	425	6959	986	1161
11/20/2019 15:25	6454	392	6967	988	1162
11/20/2019 15:30	6416	398	7022	988	1161
11/20/2019 15:35	6383	382	7004	994	1161
11/20/2019 15:40	6434	344	7001	988	1161
11/20/2019 15:45	6506	324	7014	989	1163
11/20/2019 15:50	6468	304	7123	989	1161
11/20/2019 15:55	6545	292	7230	987	1161
11/20/2019 16:00	6535	276	7345	991	1162
11/20/2019 16:05	6640	255	7434	989	1167
11/20/2019 16:10	6706	226	7658	988	1161
11/20/2019 16:15	6706	205	7716	990	1162
11/20/2019 16:20	6787	193	7708	988	1166
11/20/2019 16:25	6770	182	7810	989	1163
11/20/2019 16:30	6768	181	7801	993	1161
11/20/2019 16:35	6903	172	7814	987	1168
11/20/2019 16:40	6896	167	7971	994	1162
11/20/2019 16:45	6999	162	8013	995	1162
11/20/2019 16:50	7031	165	8025	991	1163
11/20/2019 16:55	7108	161	8161	1017	1167
11/20/2019 17:00	7213	164	8308	1044	1162
11/20/2019 17:05	7233	179	8431	1069	1163
11/20/2019 17:10	7257	209	8568	1091	1164
11/20/2019 17:15	7305	233	8546	1094	1167
11/20/2019 17:20	7391	238	8640	1096	1164
11/20/2019 17:25	7392	248	8649	1089	1163
11/20/2019 17:30	7408	250	8655	1093	1164
11/20/2019 17:35	7367	254	8672	1093	1162
11/20/2019 17:40	7411	266	8663	1095	1162
11/20/2019 17:45	7356	281	8659	1099	1163
11/20/2019 17:50	7361	288	8672	1097	1163
11/20/2019 17:55	7387	313	8686	1094	1164
11/20/2019 18:00	7400	326	8635	1094	1162
11/20/2019 18:05	7472	347	8622	1095	1164
11/20/2019 18:10	7484	360	8621	1101	1164
11/20/2019 18:15	7428	371	8602	1098	1163
11/20/2019 18:20	7459	381	8565	1097	1163
11/20/2019 18:25	7516	405	8576	1099	1164
11/20/2019 18:30	7466	402	8571	1092	1164
11/20/2019 18:35	7479	407	8563	1097	1166
11/20/2019 18:40	7422	411	8513	1093	1164
11/20/2019 18:45	7408	413	8478	1101	1166
11/20/2019 18:50	7416	412	8547	1092	1166
11/20/2019 18:55	7423	411	8541	1097	1166
11/20/2019 19:00	7405	420	8525	1095	1165
11/20/2019 19:05	7417	406	8546	1091	1169
11/20/2019 19:10	7403	403	8573	1090	1164
11/20/2019 19:15	7466	400	8581	1090	1164
11/20/2019 19:20	7473	399	8540	1081	1166
11/20/2019 19:25	7382	394	8549	1087	1166
